Genes,Comparison1_lgc,Comparison1_FDR,Comparison2_lgc,Comparison2_FDR,Comparison3_lgc,Comparison3_FDR
ENSMUSG00000037606,1.271282525,3.17E-24,0.490439515,0.055898872,1.007651917,0.047323862
ENSMUSG00000074417,1.270865385,1.48E-08,-1.634054361,0.036847459,-1.167802165,0.083161554
ENSMUSG00000041189,1.265308622,1.46E-10,1.458730781,0.007789114,-0.753014092,0.028615141
ENSMUSG00000028460,1.261128376,6.88E-08,0.789231698,0.097670688,1.113488799,0.03646304
ENSMUSG00000057706,1.259559738,4.85E-08,0.30097714,0.017989729,0.748494732,0.067018022
ENSMUSG00000039084,1.254481186,0.0000032,1.837761358,0.036907504,1.708300576,0.077774726
ENSMUSG00000048621,1.250877075,9.85E-08,0.984835139,0.042932444,1.943475133,0.058291186
ENSMUSG00000027219,1.249485717,1.08E-12,-0.982532304,0.055885967,0.617257084,0.017483339
ENSMUSG00000029650,1.248112238,4.20E-23,-1.978795579,0.059078654,1.234022888,0.031758656
ENSMUSG00000074628,1.248017374,0.0574,-0.271551705,0.015149423,-0.353265818,0.01228807
ENSMUSG00000039908,1.247437347,6.55E-09,-0.93733228,0.071906022,-0.076980937,0.071034537
ENSMUSG00000032776,1.246768539,2.14E-14,-0.314511687,0.072810053,-1.302143557,0.090306245
ENSMUSG00000049744,1.246707428,1.38E-15,-0.776533639,0.00153032,-0.001357818,0.035277634
ENSMUSG00000094102,1.244761734,0.0476,-0.285361084,0.007196886,0.63279667,0.029878832
ENSMUSG00000038725,1.2439384,0.0552,-0.313283874,0.073927147,1.762502853,0.094578337
ENSMUSG00000078616,1.243809082,0.00000115,-0.856115694,0.085126227,-0.619024426,0.07545497
ENSMUSG00000031112,1.239007658,0.00000027,1.440536624,0.00710591,0.156551238,0.088333561
ENSMUSG00000031613,1.238759264,0.0000078,1.709917027,0.093048195,-1.808476427,0.002299254
ENSMUSG00000035776,1.238497848,3.13E-09,1.523688383,0.069078958,0.146097362,0.049737388
ENSMUSG00000045868,1.236476804,0.0000144,0.925882585,0.049600413,0.705414788,0.043964305
ENSMUSG00000069515,1.23484692,0.00485,1.022849838,0.098837739,0.168082508,0.087947671
ENSMUSG00000027858,1.233473565,2.75E-14,-0.950706671,0.092108706,1.999267534,0.092134248
ENSMUSG00000082653,1.22610679,0.000000527,0.439490894,0.007740517,-1.184230679,0.095560261
ENSMUSG00000019302,1.225389599,7.73E-23,-0.870414849,0.026134382,1.482561854,0.05541542
ENSMUSG00000051727,1.225253537,0.00000839,0.67328696,0.033106863,-1.89280513,0.085060452
ENSMUSG00000026880,1.223100662,2.29E-09,-1.490543874,0.071899668,1.301786422,0.099725816
ENSMUSG00000022075,1.222354892,1.18E-12,0.853170996,0.081676616,-1.404749637,0.094581469
ENSMUSG00000009739,1.220309734,1.48E-11,1.213127469,0.039681077,-1.602707378,0.087545823
ENSMUSG00000034868,1.219996135,5.25E-13,1.97281096,0.088088471,0.737045557,0.037057377
ENSMUSG00000040990,1.218801882,2.79E-29,-0.493184099,0.097437912,-0.804783666,0.09335262
ENSMUSG00000030365,1.213341109,2.30E-19,-1.66683412,0.09514053,1.317540429,0.052485582
ENSMUSG00000094505,1.213234931,0.0334,-0.072845684,0.029133206,-0.860782907,0.020142415
ENSMUSG00000020798,1.210672672,8.02E-09,-1.964644295,0.055290012,1.060968255,0.047945142
ENSMUSG00000099517,1.210138674,0.000595,-1.909245707,0.059854573,0.354813786,0.02814036
ENSMUSG00000064168,1.208969801,0.000232,0.757644803,0.009210227,-0.718135109,0.072456959
ENSMUSG00000073010,1.208879343,0.0327,-1.332184569,0.028534576,-1.347943969,0.024525202
ENSMUSG00000041237,1.208147047,0.0608,1.692873391,0.094557105,-1.220886332,0.083648694
ENSMUSG00000083083,1.207714009,0.000219,0.642522517,0.063142313,-1.367736332,0.015554187
ENSMUSG00000020183,1.204639989,1.29E-11,0.283225453,0.093155601,-0.247324,0.007501993
ENSMUSG00000023243,1.203785963,2.99E-10,0.767224642,0.061474603,1.545626535,0.058986262
ENSMUSG00000070044,1.2028268,0.00784,1.419896551,0.06795665,-1.243921366,0.084868541
ENSMUSG00000084230,1.202328532,0.00916,1.569551727,0.091629643,-0.033161371,0.093873245
ENSMUSG00000001082,1.201171672,5.43E-16,1.286418382,0.037862287,0.127755804,0.060653796
ENSMUSG00000001588,1.200531136,4.23E-18,0.307368455,0.097005575,-0.184671375,0.03298411
ENSMUSG00000039264,1.200277852,2.86E-21,1.788755048,0.073632838,-0.990122194,0.032398453
ENSMUSG00000024334,1.198454411,1.17E-16,-0.280378309,0.044704711,-1.99075497,0.046390877
ENSMUSG00000021123,1.198383317,8.82E-14,-1.16596323,0.05012444,-0.793967726,0.011291344
ENSMUSG00000024013,1.189461242,3.65E-10,0.66720398,0.068374928,-1.618839882,0.054967128
ENSMUSG00000022048,1.188800216,5.48E-15,0.758695406,0.069730921,1.174233368,0.040824732
ENSMUSG00000040747,1.187908575,3.55E-08,-0.314154164,0.029473693,0.178108428,0.047646788
ENSMUSG00000030313,1.184822533,1.15E-21,1.575118018,0.067833705,-1.030639868,0.06088168
ENSMUSG00000029106,1.179958846,8.08E-20,-0.799733425,0.069245004,0.424442041,0.049410078
ENSMUSG00000031639,1.179628697,0.000000967,-0.38544252,0.06055503,1.543419962,0.051416702
ENSMUSG00000050666,1.17945955,0.000202,1.240770419,0.035359287,-0.019301748,0.094697776
ENSMUSG00000055675,1.177877094,4.28E-11,-0.022274139,0.030160509,-1.795506183,0.036437032
ENSMUSG00000040247,1.175999945,2.04E-11,-1.6039094,0.013992569,-0.61070873,0.061951086
ENSMUSG00000014453,1.174427898,1.33E-17,-0.997551765,0.03909992,-0.087128223,0.08648358
ENSMUSG00000029178,1.171686214,4.56E-18,-0.817251643,0.003444529,-0.354391328,0.08894136
ENSMUSG00000098650,1.171485452,0.0000796,-0.151475961,0.044630051,1.446402665,0.086672941
ENSMUSG00000038058,1.171458233,1.29E-11,1.489184225,0.062774987,0.693291262,0.055713247
ENSMUSG00000046334,1.17122435,0.00319,-1.112430594,0.086848719,0.521353375,0.01832268
ENSMUSG00000107705,1.168189357,0.000000613,0.814089698,0.037369021,-0.721376614,0.038798497
ENSMUSG00000108226,1.167238396,0.0389,-1.017043501,0.076770914,1.792853628,0.085010487
ENSMUSG00000018381,1.166651733,1.70E-12,-0.879895953,0.079142234,0.486436797,0.030396681
ENSMUSG00000001027,1.160402998,5.92E-13,-0.613079147,0.05682642,1.638988821,0.039569332
ENSMUSG00000029413,1.160292967,1.50E-24,-0.739243039,0.004543456,1.177419547,0.059078845
ENSMUSG00000081058,1.158546685,0.00034,1.44739438,0.095775662,1.929488728,0.069049553
ENSMUSG00000083687,1.158340945,0.00316,1.406817195,0.033287982,-0.233542361,0.078306909
ENSMUSG00000054072,1.15650807,0.00294,0.042544028,0.083807466,1.77760622,0.068063322
ENSMUSG00000040751,1.15499215,1.98E-10,-0.944506144,0.082730614,-0.685387736,0.032929444
ENSMUSG00000042129,1.154022862,3.77E-08,-0.172322087,0.050644642,-1.047323647,0.037921444
ENSMUSG00000032890,1.152948577,0.000000268,-1.996618321,0.060529591,-0.422232549,0.000227656
ENSMUSG00000034317,1.152872163,3.52E-10,-0.309365588,0.000534996,0.833430545,0.082474853
ENSMUSG00000082463,1.150243297,0.0000621,-0.857947406,0.069012331,-1.712405036,0.096691133
ENSMUSG00000067341,1.14987539,5.19E-19,0.935620479,0.008816181,-1.583959564,0.090345548
ENSMUSG00000022033,1.149670595,0.00288,-0.740209704,0.092479602,1.5722354,0.041561522
ENSMUSG00000025867,1.148543306,0.00959,-0.628970606,0.061600647,1.702568721,0.025430917
ENSMUSG00000052087,1.148542857,6.91E-14,-1.677993566,0.061135985,-0.680731752,0.034242771
ENSMUSG00000062638,1.148465894,0.00724,-1.722619267,0.023339091,1.57608613,0.021117844
ENSMUSG00000010021,1.147771153,0.0000218,0.410867039,0.041399359,1.396998981,0.093271772
ENSMUSG00000067714,1.145744729,0.00000573,1.621084585,0.078762986,0.12251391,0.09750545
ENSMUSG00000038175,1.145699642,6.94E-33,-0.781751339,0.097268003,1.723555206,0.058783891
ENSMUSG00000052544,1.143615062,0.0000208,-1.462710545,0.047448725,-1.852867169,0.098909888
ENSMUSG00000013707,1.143329721,1.53E-17,-1.037090629,0.045907785,1.679975204,0.032904107
ENSMUSG00000076709,1.141384547,0.0301,1.789467755,0.059049379,1.16588581,0.00216526
ENSMUSG00000032392,1.140294998,0.000145,-1.322451294,0.018577171,0.07559912,0.098899538
ENSMUSG00000040276,1.140199414,1.51E-11,0.154763231,0.024113194,-0.341138646,0.011340442
ENSMUSG00000029093,1.139634298,0.000473,0.326500767,0.089460467,-0.793902842,0.098638834
ENSMUSG00000015222,1.139341045,0.00568,-0.646779444,0.014357073,-1.988845586,0.018871117
ENSMUSG00000048078,1.139276395,0.000049,-0.175431804,0.024331821,1.329305538,0.033963337
ENSMUSG00000030750,1.135509808,1.72E-14,0.654153007,0.013021491,1.401662794,0.097198316
ENSMUSG00000031893,1.133858093,0.0133,-1.808148884,0.036952644,1.758857391,0.084825765
ENSMUSG00000040270,1.133094935,3.36E-09,-1.096314006,0.015735163,0.002856312,0.024870452
ENSMUSG00000034401,1.132849885,1.48E-15,1.618836015,0.00849357,0.042501263,0.028235654
ENSMUSG00000032035,1.132377851,1.57E-22,-0.908370203,0.091550922,0.083106275,0.020481765
ENSMUSG00000004665,1.132290293,2.34E-18,0.898901713,0.045208908,-1.428625687,0.057366943
ENSMUSG00000094951,1.131570848,0.0186,0.706919847,0.066228267,0.823975164,0.01817135
ENSMUSG00000035711,1.130654948,2.50E-10,0.242106373,0.085650035,1.402439485,0.065690805
ENSMUSG00000028931,1.130282795,1.25E-17,0.656090498,0.07541099,1.509066813,0.091560041
ENSMUSG00000037138,1.128876357,8.61E-11,-0.074475636,0.084789336,-1.727155551,0.06611214
ENSMUSG00000021636,1.12876572,0.00000208,0.873549347,0.035743107,1.472975503,0.049458176
ENSMUSG00000056144,1.128118738,3.02E-19,-1.505475002,0.01752876,-0.045420274,0.091046729
ENSMUSG00000059325,1.126850552,8.11E-09,0.394403114,0.069821939,1.568115102,0.044354676
ENSMUSG00000061356,1.126731797,0.0745,-1.382492223,0.083289549,1.389393417,0.093837482
ENSMUSG00000018168,1.125590221,7.24E-15,-1.272970026,0.064758828,0.015015321,0.008223274
ENSMUSG00000006235,1.124911546,0.000494,-0.669656195,0.00203532,0.313897231,0.098001043
ENSMUSG00000024030,1.124643259,9.79E-22,1.410342712,0.018998184,-1.501636501,0.080094857
ENSMUSG00000026728,1.124348523,2.18E-10,0.412745245,0.057259369,-1.140257256,0.044849424
ENSMUSG00000064109,1.123584745,0.000000136,0.254970204,0.089902598,-1.190669629,0.090897241
ENSMUSG00000069310,1.1228444,0.0000258,-1.89394292,0.096083112,-1.673554787,0.079194524
ENSMUSG00000040710,1.120235381,7.99E-18,-0.64945569,0.088064291,0.316358285,0.031761567
ENSMUSG00000044197,1.11953469,4.93E-13,-1.898211723,0.097511033,0.133646669,0.06067649
ENSMUSG00000020231,1.119219191,1.44E-09,0.197654961,0.009761815,-0.037028262,0.003971965
ENSMUSG00000099041,1.118260157,3.88E-08,-0.041023683,0.028952778,-0.907192007,0.076769939
ENSMUSG00000019822,1.118106126,6.71E-11,1.537533113,0.082451471,-0.566627902,0.075208686
ENSMUSG00000082287,1.116803427,0.00798,-0.663212578,0.097305781,1.018231147,0.072795097
ENSMUSG00000022517,1.1142458,1.23E-15,-1.637134112,0.047703585,1.253253322,0.037499563
ENSMUSG00000056602,1.111192564,0.0000107,1.775808994,0.096509206,0.40737948,0.036918001
ENSMUSG00000036046,1.11115844,3.81E-10,1.273807618,0.091319508,-1.895982239,0.072272476
ENSMUSG00000028436,1.10803498,3.97E-08,-1.08441055,0.080913408,0.31084665,0.013404196
ENSMUSG00000050627,1.108026556,1.40E-10,1.905466879,0.004531844,1.704215065,0.038998817
ENSMUSG00000061615,1.104749221,0.000603,-0.589448641,0.029450034,-0.675640648,0.064845672
ENSMUSG00000047368,1.104470809,6.02E-08,0.478655798,0.03662596,-0.57603554,0.070880932
ENSMUSG00000049422,1.103378982,3.06E-08,1.241643258,0.066879876,1.780382603,0.036650667
ENSMUSG00000030872,1.103036752,4.36E-11,0.987446412,0.08943385,-0.547007399,0.010422823
ENSMUSG00000093722,1.102018496,0.000193,-0.83467186,0.059860131,-0.355311256,0.059452613
ENSMUSG00000039145,1.101572687,8.79E-17,-1.667186836,0.027898005,1.050606884,0.054877654
ENSMUSG00000029428,1.099705317,1.54E-12,-1.919755894,0.027357932,-0.629662561,0.030637873
ENSMUSG00000025743,1.098345921,0.0000325,1.718803536,0.006741544,-1.892833919,0.036785008
ENSMUSG00000060791,1.097006236,8.02E-16,1.136948489,0.043466232,-1.566071555,0.007390146
ENSMUSG00000069267,1.096667535,0.000204,-1.075290423,0.019534898,0.528915876,0.048410383
ENSMUSG00000051969,1.09589921,0.000932,0.573427072,0.007323322,-1.767008268,0.077732483
ENSMUSG00000054520,1.095624048,2.56E-20,0.170809089,0.072836132,-0.65271937,0.001375423
ENSMUSG00000031428,1.095532407,1.87E-11,-0.456256292,0.021547215,-0.964169817,0.09339947
ENSMUSG00000070056,1.095401272,6.93E-20,-1.544435752,0.04671441,0.011374835,0.079950947
ENSMUSG00000051851,1.094903316,0.0591,0.846186306,0.099755099,1.114676602,0.079181946
ENSMUSG00000100514,1.094597622,0.0423,-0.842727298,0.075434757,-1.737671217,0.024394841
ENSMUSG00000022468,1.09363707,0.000017,1.84142951,0.035811047,-1.661906477,0.045268459
ENSMUSG00000050445,1.093165908,0.0698,0.772826643,0.077467189,0.188943294,0.034517613
ENSMUSG00000059479,1.090784106,0.000000254,1.360701785,0.026900548,-1.550283628,0.043533908
ENSMUSG00000025757,1.089131336,0.00102,-0.909636664,0.060331267,-1.243222487,0.007372749
ENSMUSG00000054720,1.087406728,0.000000292,0.361855112,0.058044874,0.991203768,0.022002766
ENSMUSG00000024659,1.085832988,0.00236,0.365787783,0.03272388,-0.122360596,0.000283292
ENSMUSG00000035919,1.08454603,2.69E-20,-0.508027077,0.070554227,0.506129128,0.062210946
ENSMUSG00000043895,1.079820787,0.0317,-1.396527797,0.049006563,-1.970931476,0.047064116
ENSMUSG00000005873,1.075278914,3.74E-11,-1.948408827,0.015981154,-1.465295857,0.009203007
ENSMUSG00000040093,1.071619515,0.000000561,-0.959271387,0.063276284,-1.8537325,0.091519681
ENSMUSG00000063286,1.070348994,3.15E-25,1.837049804,0.05415489,-0.764752559,0.042455649
ENSMUSG00000001604,1.069992171,0.044,0.248979319,0.003639171,0.130153826,0.020765812
ENSMUSG00000053835,1.068737707,3.25E-13,0.519628263,0.000937079,1.906717459,0.051307256
ENSMUSG00000103293,1.068654958,0.0000642,1.259549877,0.093553769,-1.649536049,0.015549015
ENSMUSG00000038045,1.067337234,0.000324,-0.884297049,0.089476292,-0.340343625,0.069834823
ENSMUSG00000057069,1.065925306,1.07E-25,1.996672428,0.086946294,0.108559783,0.023640821
ENSMUSG00000021573,1.065414308,0.00000281,0.350629971,0.070121742,-1.495427786,0.079071566
ENSMUSG00000030785,1.0652194,0.00345,1.323141237,0.064407199,1.131860856,0.089004865
ENSMUSG00000054435,1.064739289,4.33E-09,1.028078062,0.065300621,-0.076144214,0.045605711
ENSMUSG00000095514,1.064647953,0.0197,-0.099353825,0.009861241,1.841125715,0.082970421
ENSMUSG00000028545,1.063412279,2.22E-11,1.265873343,0.050067692,-1.578741241,0.050443653
ENSMUSG00000063015,1.061992319,5.14E-17,-0.869374212,0.054165614,-1.013815305,0.016978348
ENSMUSG00000037235,1.061749875,2.90E-16,-0.163083729,0.028448507,-0.989270927,0.073762178
ENSMUSG00000024664,1.061053926,0.0231,0.066365106,0.084539115,0.326962024,0.001109943
ENSMUSG00000063065,1.05992867,1.57E-08,1.083743344,0.003323342,-1.228697341,0.09733776
ENSMUSG00000062312,1.057880209,0.00992,-1.405425669,0.083998185,0.585124,0.068984847
ENSMUSG00000039873,1.057412658,0.00104,1.038308427,0.093741977,-1.349812843,0.044548302
ENSMUSG00000028221,1.056339806,1.32E-08,0.467059514,0.034840411,0.78453652,0.075848018
ENSMUSG00000072235,1.053109054,2.53E-14,1.860105837,0.031040198,-0.056091664,0.075526458
ENSMUSG00000103105,1.051971459,0.00155,0.280207584,0.07857038,0.776953894,0.058706782
ENSMUSG00000074420,1.051962789,0.000918,-0.591673073,0.083353662,-1.42694334,0.002365206
ENSMUSG00000083745,1.05118113,0.000601,-1.037238445,0.099590266,0.814833844,0.035151101
ENSMUSG00000050600,1.050074986,3.04E-14,-1.183805876,0.0153948,-0.707533748,0.018735764
ENSMUSG00000021253,1.048827445,0.00188,-1.321005809,0.048661127,-1.881973777,0.037705426
ENSMUSG00000005580,1.047193616,0.000134,1.849389146,0.019969775,0.187608147,0.087481164
ENSMUSG00000022186,1.044371309,6.24E-13,0.587400417,0.002615526,-1.875714506,0.049693921
ENSMUSG00000069516,1.041505781,0.0077,-1.041315907,0.050311827,-1.288204103,0.022070013
ENSMUSG00000063447,1.04112485,0.0132,-1.496199798,0.032661774,-0.440775107,0.017455734
ENSMUSG00000015968,1.040979573,0.0000422,-0.498757581,0.046689157,-1.927607541,0.087648866
ENSMUSG00000081244,1.039813297,0.0497,-1.145382281,0.097688758,-0.489312518,0.031875224
ENSMUSG00000036777,1.039644806,0.000107,-0.791103932,0.081249083,-1.29427792,0.054185601
ENSMUSG00000036565,1.037542859,0.000000177,-0.427545886,0.004964097,-0.626555264,0.089136339
ENSMUSG00000044309,1.034839514,0.00273,0.406576624,0.017806683,-0.452842018,0.003971046
ENSMUSG00000038578,1.032475423,0.000000029,-1.69866244,0.095036467,-1.547392516,0.064535162
ENSMUSG00000029299,1.032139263,3.99E-09,-1.918296176,0.088423018,-1.085950109,0.066072004
ENSMUSG00000019942,1.032116372,0.000196,-1.339594173,0.052366725,-1.719043966,0.049245314
ENSMUSG00000073725,1.029940142,2.28E-15,0.697663948,0.043774698,1.588751361,0.005774109
ENSMUSG00000041649,1.029449329,0.000143,-0.248678775,0.048046799,-0.080986202,0.035723013
ENSMUSG00000057337,1.026551694,8.08E-09,-1.071989202,0.069850875,-0.542695891,0.043292879
ENSMUSG00000045326,1.026423679,0.000352,1.614823142,0.064552747,-0.658274605,0.096684344
ENSMUSG00000026594,1.025295321,1.43E-14,1.766300261,0.064240595,-0.654312025,0.069005446
ENSMUSG00000040345,1.024288521,3.32E-25,-1.854319192,0.08328924,-0.068998781,0.032311337
ENSMUSG00000039997,1.024200594,3.81E-16,-1.403594903,0.082042274,0.73895036,0.052970688
ENSMUSG00000031618,1.023362723,0.00268,-1.782380218,0.01207543,-0.385266242,0.096761293
ENSMUSG00000037032,1.022143415,0.000491,0.029318787,0.054075481,-1.080931292,0.08049007
ENSMUSG00000030657,1.020080842,7.48E-08,-1.217533714,0.091357526,-1.213395032,0.002663432
ENSMUSG00000057193,1.019615237,5.28E-23,1.613334834,0.071555616,1.816379894,0.089804411
ENSMUSG00000020865,1.019083881,0.000217,-1.204296049,0.087772895,-0.844435921,0.099382698
ENSMUSG00000039457,1.016071474,0.00000564,-1.642495696,0.056212165,1.763381181,0.039082582
ENSMUSG00000062028,1.012825688,0.000477,0.342666856,0.034283732,0.512783576,0.01163583
ENSMUSG00000047250,1.012030766,0.0000756,1.876054708,0.046206886,0.842505046,0.027778573
ENSMUSG00000021838,1.011359388,0.00536,-0.169563465,0.096249313,1.350063974,0.012659623
ENSMUSG00000020573,1.009305424,2.44E-09,-0.998072729,0.007931169,-1.465607909,0.077020003
ENSMUSG00000043415,1.007764343,0.00000738,-0.333251059,0.079958716,0.444078524,0.022218217
ENSMUSG00000030590,1.007265006,1.84E-09,-1.055017186,0.01163784,-1.079495273,0.063324967
ENSMUSG00000029084,1.006105331,1.85E-14,1.448804251,0.026789163,0.191959435,0.019282224
ENSMUSG00000043004,1.003219195,7.89E-18,-1.289675504,0.032948854,-0.491548077,0.05528827
ENSMUSG00000031543,1.000916062,0.0203,0.858522585,0.030178483,-0.355503432,0.011938539
ENSMUSG00000040466,1.000423391,0.000000213,0.940199215,0.090819388,-0.791114642,0.014869131
ENSMUSG00000053706,-11.43883987,0.00462,0.655644541,0.058052099,-0.264904724,0.072298779
ENSMUSG00000026831,-11.16974073,1.53E-23,-0.575957198,0.045080231,1.823488647,0.082486399
ENSMUSG00000101939,-11.02701395,0.0000458,-0.003893805,0.010067258,1.165913134,0.008772075
ENSMUSG00000000308,-9.823744465,2.25E-18,0.012960822,0.022269074,1.609263824,0.027042505
ENSMUSG00000098387,-8.910871541,0.00000762,0.87559098,0.004812192,1.27843879,0.078665134
ENSMUSG00000050243,-8.775005556,0.0183,-0.818486095,0.064446639,-1.358325405,0.099672063
ENSMUSG00000108852,-8.748882657,4.71E-10,-0.280298545,0.048360888,1.909505831,0.028893784
ENSMUSG00000041801,-8.729088212,1.94E-177,-0.394998135,0.025929149,-0.578310265,0.092159082
ENSMUSG00000059647,-8.662603055,0.0256,0.805924758,0.044861801,-0.955017515,0.066923436
ENSMUSG00000026700,-8.506544454,5.44E-124,-0.398158209,0.044252466,-1.182411948,0.045088594
ENSMUSG00000075046,-8.396941945,0.00228,1.114173092,0.075288785,-0.967736288,0.084700996
ENSMUSG00000075014,-8.313571274,0.00000231,0.109660564,0.08591428,0.634118324,0.060837554
ENSMUSG00000075015,-8.281260311,0.00000187,-0.279558864,0.06220621,-0.847050601,0.08954604
ENSMUSG00000096519,-8.163979073,1.09E-08,0.591828444,0.00700718,0.29273683,0.087294959
ENSMUSG00000037188,-8.107210026,4.77E-68,-1.920919477,0.099896679,-0.492451711,0.044709708
ENSMUSG00000009628,-8.018997382,7.34E-106,0.437557006,0.087905417,1.126869726,0.038278994
