"pathwayID","overlap","n","description","memo","Pval","fold"
"10647",1,"22","Signaling receptor ligand precursor processing "," http://amigo.geneontology.org/amigo/term/GO:0140448",0.404161351344816,2.00481540930979
"10653",1,"7","Granzyme-mediated programmed cell death signaling pathway "," http://amigo.geneontology.org/amigo/term/GO:0140507",0.256052708554122,3.50842696629213
"10655",5,"254","Defense response to symbiont "," http://amigo.geneontology.org/amigo/term/GO:0140546",0.762158991777481,0.797369765066394
"10658",1,"18","Inflammasome complex assembly "," http://amigo.geneontology.org/amigo/term/GO:0140632",0.404161351344816,2.00481540930979
"1066",3,"263","Monosaccharide metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0005996",0.956015329151935,0.478421859039837
"10660",7,"361","Non-membrane-bounded organelle assembly "," http://amigo.geneontology.org/amigo/term/GO:0140694",0.769815040537411,0.811867397158511
"10671",7,"400","Visual system development "," http://amigo.geneontology.org/amigo/term/GO:0150063",0.817519863565078,0.767468398876405
"10687",1,"95","Cell-substrate junction organization "," http://amigo.geneontology.org/amigo/term/GO:0150115",0.925465584661502,0.400963081861958
"10688",1,"64","Regulation of cell-substrate junction organization "," http://amigo.geneontology.org/amigo/term/GO:0150116",0.854417543794957,0.539757994814175
"10689",1,"30","Positive regulation of cell-substrate junction organization "," http://amigo.geneontology.org/amigo/term/GO:0150117",0.588560749729916,1.16947565543071
"10695",1,"408","Cell-cell signaling by wnt "," http://amigo.geneontology.org/amigo/term/GO:0198738",0.999874384762561,0.116947565543071
"10698",1,"20","Positive regulation of dendrite development "," http://amigo.geneontology.org/amigo/term/GO:1900006",0.358386953649252,2.33895131086142
"10699",2,"49","Regulation of cytokine production involved in inflammatory response "," http://amigo.geneontology.org/amigo/term/GO:1900015",0.263116678901191,2.00481540930979
"10700",1,"17","Negative regulation of cytokine production involved in inflammatory response "," http://amigo.geneontology.org/amigo/term/GO:1900016",0.30910664199858,2.80674157303371
"10701",1,"24","Positive regulation of cytokine production involved in inflammatory response "," http://amigo.geneontology.org/amigo/term/GO:1900017",0.30910664199858,2.80674157303371
"10704",1,"57","Regulation of substrate adhesion-dependent cell spreading "," http://amigo.geneontology.org/amigo/term/GO:1900024",0.788941921569787,0.668271803103264
"10706",1,"41","Positive regulation of substrate adhesion-dependent cell spreading "," http://amigo.geneontology.org/amigo/term/GO:1900026",0.645244082122132,1.0024077046549
"10715",3,"66","Regulation of hemostasis "," http://amigo.geneontology.org/amigo/term/GO:1900046",0.166855558537726,2.10505617977528
"10716",2,"46","Negative regulation of hemostasis "," http://amigo.geneontology.org/amigo/term/GO:1900047",0.235898535212702,2.1590319792567
"10717",1,"20","Positive regulation of hemostasis "," http://amigo.geneontology.org/amigo/term/GO:1900048",0.522849937607846,1.40337078651685
"10722",1,"71","Regulation of cellular response to insulin stimulus "," http://amigo.geneontology.org/amigo/term/GO:1900076",0.831093477768126,0.584737827715356
"10723",1,"38","Negative regulation of cellular response to insulin stimulus "," http://amigo.geneontology.org/amigo/term/GO:1900077",0.617949267606351,1.07951598962835
"10727",1,"36","Positive regulation of G1/S transition of mitotic cell cycle "," http://amigo.geneontology.org/amigo/term/GO:1900087",0.645244082122132,1.0024077046549
"1073",3,"209","Glucose metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0006006",0.837220655253369,0.668271803103264
"10736",1,"6","Regulation of nodal signaling pathway "," http://amigo.geneontology.org/amigo/term/GO:1900107",0.0712570056044836,14.0337078651685
"10737",1,"4","Negative regulation of nodal signaling pathway "," http://amigo.geneontology.org/amigo/term/GO:1900108",0.0712570056044836,14.0337078651685
"10746",1,"19","Regulation of execution phase of apoptosis "," http://amigo.geneontology.org/amigo/term/GO:1900117",0.404161351344816,2.00481540930979
"10748",1,"10","Positive regulation of execution phase of apoptosis "," http://amigo.geneontology.org/amigo/term/GO:1900119",0.30910664199858,2.80674157303371
"10749",1,"23","Regulation of receptor binding "," http://amigo.geneontology.org/amigo/term/GO:1900120",0.556918413783459,1.27579162410623
"10750",1,"13","Negative regulation of receptor binding "," http://amigo.geneontology.org/amigo/term/GO:1900121",0.30910664199858,2.80674157303371
"10757",1,"2","Negative regulation of phospholipase A2 activity "," http://amigo.geneontology.org/amigo/term/GO:1900138",0.0712570056044836,14.0337078651685
"10763",1,"8","Regulation of Schwann cell migration "," http://amigo.geneontology.org/amigo/term/GO:1900147",0.256052708554122,3.50842696629213
"10770",1,"2","Regulation of bone trabecula formation "," http://amigo.geneontology.org/amigo/term/GO:1900154",0.137449699499339,7.01685393258427
"10771",1,"2","Negative regulation of bone trabecula formation "," http://amigo.geneontology.org/amigo/term/GO:1900155",0.137449699499339,7.01685393258427
"10772",1,"6","Regulation of bone mineralization involved in bone maturation "," http://amigo.geneontology.org/amigo/term/GO:1900157",0.137449699499339,7.01685393258427
"10774",1,"2","Positive regulation of bone mineralization involved in bone maturation "," http://amigo.geneontology.org/amigo/term/GO:1900159",0.0712570056044836,14.0337078651685
"10781",3,"147","Regulation of protein localization to nucleus "," http://amigo.geneontology.org/amigo/term/GO:1900180",0.837220655253369,0.668271803103264
"10782",2,"39","Negative regulation of protein localization to nucleus "," http://amigo.geneontology.org/amigo/term/GO:1900181",0.290345749182892,1.87116104868914
"10783",1,"92","Positive regulation of protein localization to nucleus "," http://amigo.geneontology.org/amigo/term/GO:1900182",0.955757724818289,0.334135901551632
"10785",1,"3","Regulation of single-species biofilm formation "," http://amigo.geneontology.org/amigo/term/GO:1900190",0.0712570056044836,14.0337078651685
"10786",1,"3","Negative regulation of single-species biofilm formation "," http://amigo.geneontology.org/amigo/term/GO:1900191",0.0712570056044836,14.0337078651685
"10799",1,"15","Regulation of NLRP3 inflammasome complex assembly "," http://amigo.geneontology.org/amigo/term/GO:1900225",0.30910664199858,2.80674157303371
"10801",1,"9","Positive regulation of NLRP3 inflammasome complex assembly "," http://amigo.geneontology.org/amigo/term/GO:1900227",0.198937065734469,4.67790262172285
"10802",1,"3","Regulation of single-species biofilm formation in or on host organism "," http://amigo.geneontology.org/amigo/term/GO:1900228",0.0712570056044836,14.0337078651685
"10803",1,"3","Negative regulation of single-species biofilm formation in or on host organism "," http://amigo.geneontology.org/amigo/term/GO:1900229",0.0712570056044836,14.0337078651685
"1082",4,"112","Aminoglycan metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0006022",0.268490363537206,1.51715760704525
"1083",1,"59","Aminoglycan biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:0006023",0.804044771001175,0.637895812053115
"10833",3,"85","Regulation of cellular response to oxidative stress "," http://amigo.geneontology.org/amigo/term/GO:1900407",0.567684133988413,1.02685667306111
"10844",2,"83","Regulation of purine nucleotide metabolic process "," http://amigo.geneontology.org/amigo/term/GO:1900542",0.765199755557743,0.738616203429923
"10845",1,"23","Negative regulation of purine nucleotide metabolic process "," http://amigo.geneontology.org/amigo/term/GO:1900543",0.486169863712012,1.55930087390762
"10846",1,"42","Positive regulation of purine nucleotide metabolic process "," http://amigo.geneontology.org/amigo/term/GO:1900544",0.772678571803303,0.701685393258427
"1085",1,"31","Aminoglycan catabolic process "," http://amigo.geneontology.org/amigo/term/GO:0006026",0.486169863712012,1.55930087390762
"10857",1,"40","Regulation of p38MAPK cascade "," http://amigo.geneontology.org/amigo/term/GO:1900744",0.645244082122132,1.0024077046549
"10858",1,"27","Positive regulation of p38MAPK cascade "," http://amigo.geneontology.org/amigo/term/GO:1900745",0.556918413783459,1.27579162410623
"10862",1,"2","Protein processing in phagocytic vesicle "," http://amigo.geneontology.org/amigo/term/GO:1900756",0.0712570056044836,14.0337078651685
"10869",1,"63","Regulation of potassium ion transmembrane transporter activity "," http://amigo.geneontology.org/amigo/term/GO:1901016",0.755165819490379,0.738616203429923
"1087",1,"75","Proteoglycan metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0006029",0.864845582911456,0.519766957969205
"10872",1,"87","Regulation of calcium ion transmembrane transporter activity "," http://amigo.geneontology.org/amigo/term/GO:1901019",0.854417543794957,0.539757994814175
"10874",1,"44","Positive regulation of calcium ion transmembrane transporter activity "," http://amigo.geneontology.org/amigo/term/GO:1901021",0.694137136938252,0.877106741573034
"10876",1,"20","Regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway "," http://amigo.geneontology.org/amigo/term/GO:1901028",0.556918413783459,1.27579162410623
"10878",1,"11","Positive regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway "," http://amigo.geneontology.org/amigo/term/GO:1901030",0.404161351344816,2.00481540930979
"10879",3,"40","Regulation of response to reactive oxygen species "," http://amigo.geneontology.org/amigo/term/GO:1901031",0.301731470620563,1.55930087390762
"1088",1,"9","Chitin metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0006030",0.198937065734469,4.67790262172285
"10880",1,"25","Negative regulation of response to reactive oxygen species "," http://amigo.geneontology.org/amigo/term/GO:1901032",0.694137136938252,0.877106741573034
"10883",2,"28","Glucosamine-containing compound metabolic process "," http://amigo.geneontology.org/amigo/term/GO:1901071",0.156049198649507,2.80674157303371
"10884",1,"12","Glucosamine-containing compound catabolic process "," http://amigo.geneontology.org/amigo/term/GO:1901072",0.256052708554122,3.50842696629213
"1089",1,"9","Chitin catabolic process "," http://amigo.geneontology.org/amigo/term/GO:0006032",0.198937065734469,4.67790262172285
"10896",1,"32","Negative regulation of signal transduction in absence of ligand "," http://amigo.geneontology.org/amigo/term/GO:1901099",0.645244082122132,1.0024077046549
"10897",23,"972","Carbohydrate derivative metabolic process "," http://amigo.geneontology.org/amigo/term/GO:1901135",0.57856429248747,0.978106911814777
"10898",5,"154","Carbohydrate derivative catabolic process "," http://amigo.geneontology.org/amigo/term/GO:1901136",0.325570759001387,1.32393470426118
"10899",13,"573","Carbohydrate derivative biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:1901137",0.685109038047796,0.907652747498463
"1090",3,"45","Amino sugar metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0006040",0.132280904538891,2.33895131086142
"10900",2,"11","Insulin metabolic process "," http://amigo.geneontology.org/amigo/term/GO:1901142",0.0627050837452177,4.67790262172285
"10901",1,"3","Insulin catabolic process "," http://amigo.geneontology.org/amigo/term/GO:1901143",0.137449699499339,7.01685393258427
"10909",2,"73","Regulation of ERBB signaling pathway "," http://amigo.geneontology.org/amigo/term/GO:1901184",0.495496046932258,1.22032242305813
"10917",9,"362","Regulation of neuron death "," http://amigo.geneontology.org/amigo/term/GO:1901214",0.650363010528382,0.921922414500123
"10918",5,"245","Negative regulation of neuron death "," http://amigo.geneontology.org/amigo/term/GO:1901215",0.72511725414017,0.83533975387908
"10919",4,"119","Positive regulation of neuron death "," http://amigo.geneontology.org/amigo/term/GO:1901216",0.614913108252434,0.951437821367359
"10920",5,"94","Regulation of NIK/NF-kappaB signaling "," http://amigo.geneontology.org/amigo/term/GO:1901222",0.109458395973689,1.94912609238452
"10921",1,"24","Negative regulation of NIK/NF-kappaB signaling "," http://amigo.geneontology.org/amigo/term/GO:1901223",0.404161351344816,2.00481540930979
"10922",4,"66","Positive regulation of NIK/NF-kappaB signaling "," http://amigo.geneontology.org/amigo/term/GO:1901224",0.0868963029695191,2.33895131086142
"1093",1,"17","N-acetylglucosamine metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0006044",0.404161351344816,2.00481540930979
"10931",4,"77","Carbohydrate derivative transport "," http://amigo.geneontology.org/amigo/term/GO:1901264",0.236512577287247,1.60385232744783
"10932",3,"84","Nucleoside phosphate catabolic process "," http://amigo.geneontology.org/amigo/term/GO:1901292",0.301731470620563,1.55930087390762
"10933",6,"232","Nucleoside phosphate biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:1901293",0.73619865081308,0.833685615752586
"10950",9,"293","Regulation of vasculature development "," http://amigo.geneontology.org/amigo/term/GO:1901342",0.487486256498631,1.05252808988764
"10951",2,"112","Negative regulation of vasculature development "," http://amigo.geneontology.org/amigo/term/GO:1901343",0.84133528254993,0.623720349563046
"10952",1,"2","Response to leptomycin B "," http://amigo.geneontology.org/amigo/term/GO:1901344",0.137449699499339,7.01685393258427
"10954",9,"458","Organic cyclic compound catabolic process "," http://amigo.geneontology.org/amigo/term/GO:1901361",0.596022764076658,0.964147868599365
"10955",63,"4042","Organic cyclic compound biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:1901362",0.992492229045054,0.781718475248115
"10959",3,"84","Regulation of potassium ion transmembrane transport "," http://amigo.geneontology.org/amigo/term/GO:1901379",0.301731470620563,1.55930087390762
"10960",1,"26","Negative regulation of potassium ion transmembrane transport "," http://amigo.geneontology.org/amigo/term/GO:1901380",0.446678601078479,1.75421348314607
"10964",1,"38","Regulation of voltage-gated calcium channel activity "," http://amigo.geneontology.org/amigo/term/GO:1901385",0.694137136938252,0.877106741573034
"10966",1,"14","Positive regulation of voltage-gated calcium channel activity "," http://amigo.geneontology.org/amigo/term/GO:1901387",0.358386953649252,2.33895131086142
